id|Kanji|Strokes|"Name of Radical"|"Radical Freq."|"Reading within Joyo"|"Reading beyond Joyo"|"On within Joyo"|"Translation of On"|"Kun within Joyo"|"Translation of Kun"|"Kanji Frequency with Proper Nouns"
1844|崩|11|"Yama, Yamahen"|16|ホウ、くず-れる、くず-す||hoo|die|"kuzu(reru), kuzu(su)"|"demolish, destroy level (a hill); crumble (bread); change (money); simplify; put in disorder; cut (prices). crumble, collapse, cave in, be destroyed, get out of shape; be routed; worsen (weather) "|39502
1432|塚|12|"Tsuchi, Tsuchihen"|50|つか||-|-|tsuka|"mound, hillock, tumulus"|39408
825|鹿|11|Shika|3|しか、[か]|ロク|-|-|"shika, [ka]"|deer|39387
1766|服|8|"Tsuki, Tsukihen"|8|フク||fuku|"dress, costume, clothes, garment, suit, uniform"|-|-|39267
1405|鳥|11|Tori|4|チョウ、とり||choo|bird|tori|"bird, chicken, fowl"|39244
232|潟|15|"Mizu, Sanzui, Shitamizu"|118|かた||-|-|kata|lagoon|39132
1772|複|14|"Koromo, Koromohen"|21|フク||fuku|"double, compound, composite, multiple"|-|-|39101
1398|挑|9|Tehen|89|チョウ、いど-む||choo|"challenge; contend for; make love to"|ido(mu)|"challenge; contend for; make love to"|39036
1835|抱|8|Tehen|89|ホウ、だ-く、いだ-く、かか-える||hoo|"hug, embrace, hold in the arms; sit (on eggs) "|"da(ku), ida(ku), kaka(eru)"|"hug, embrace, hold in the arms; sit (on eggs). entertain (hope); cherish (a desire); harbor (malice); hold, have. hold or carry under or in the arms "|38818
2087|令|5|"Hito, Ninben, Hitoyane"|104|レイ|リョウ|rei|"order, command; ordinance, law, decree"|-|-|38748
2114|露|21|"Ame, Amekanmuri"|13|ロ、[ロウ]、つゆ|あらわ|"ro, [roo]"|"dew; Russia"|tsuyu|"dew; dewdrops; tears; mortality, flimsiness; (with neg.) not a bit "|38679
436|筋|12|"Take, Takekanmuri"|24|キン、すじ||kin|"muscle, sinew, tendon"|suji|"muscle; sinew, tendon; vein; fiber; string; line; stripe, streak; plot, plan; reason, logic; circumstances; thread, sequence; quarters, sources, authorities; lineage, strain, stock, descent; grain, texture"|38521
1891|麻|11|Asa|1|マ、あさ||ma|"flax, hemp, ramie, jute, linen"|asa|"flax, hemp, ramie, jute, linen"|38472
1330|奪|14|Dai|16|ダツ、うば-う||datsu|"take by force, snatch away, oust, deprive of, disposess, plunder, usurp; absorb (attention); fascinate"|uba(u)|"take by force, deprive of, disposess"|38243
852|謝|17|"Gon, Gonben"|68|シャ、あやま-る||sha|"thank; apologize; decline, refuse; take one's leave "|ayama(ru)|"apologize; be floored"|38160
933|巡|6|Magarigawa|3|ジュン、めぐ-る||jun|"going around; circumference"|megu(ru)|"go around; in connection with, concering "|38126
932|旬|6|"Nichi, Nichihen"|38|ジュン、[シュン]||"jun, [shun]"|"ten-day period. season (for specific products)"|-|-|38096
35|維|14|"Ito, Itohen"|63|イ||i|"tie, rope"|-|-|38011
1961|躍|21|"Ashi, Ashihen"|11|ヤク、おど-る||yaku|"dance; leap, skip; throb (the heart); act as a cat's-paw; double (the interest on a debt)"|odo(ru)|"dance; leap, skip; throb (the heart); act as a cat's-paw; double (the interest on a debt)"|37975
223|獲|16|"Inu, Kemonohen"|17|カク、え-る||kaku|"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)"|e(ru)|"get, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)"|37942
2013|抑|7|Tehen|89|ヨク、おさ-える|そもそも|yoku|"stop, check, restrain, pin down; suppress, subdue, control; catch, arrest; govern; stop (the ears); withhold; attach, seize; secure (evidence), estimate conservatively "|osa(eru)|"stop, check, restrain, pin down; suppress, subdue, control; catch, arrest; govern; stop (the ears); withhold; attach, seize; secure (evidence), estimate conservatively "|37924
872|酒|10|"Tori, Torihen"|14|シュ、さけ、[さか]||shu|"sake, rice wine, alcoholic liquor"|"sake, [saka]"|"sake, rice wine, alcoholic liquor"|37771
1361|遅|12|Shinnyoo|51|チ、おく-れる、おく-らす、おそ-い||chi|"be late, be delayed, be overdue; lag behind; (clocks) lose"|"oku(reru), oku(rasu), oso(i)"|"be late, be delayed, be overdue; lag behind; (clocks) lose. retard, delay, defer. late; slow "|37540
984|章|11|Tatsu|5|ショウ|あき|shoo|"chapter; composition; poem; badge, mark, sign; design"|-|-|37509
1695|秘|10|"Nogi, Nogihen"|23|ヒ、ひ-める||hi|secret|hi(meru)|"conceal, keep a secret"|37453
186|絵|12|"Ito, Itohen"|63|カイ、エ||"kai, 	e"|"picture, drawing, painting, sketch, illustration, cut, print"|-|-|37448
968|招|8|Tehen|89|ショウ、まね-く||shoo|"beckon to, invite, summon; engage (someone), call (a doctor); incur, cause"|mane(ku)|"beckon to, invite, summon; engage (someone), call (a doctor); incur, cause"|37383
2040|裏|13|"Koromo, Koromohen"|21|リ、うら||ri|inside|ura|"reverse, wrong side; undersurface, inside; palm, sole; opposite; back, rear; lining, last half (of an inning) "|37372
1171|宣|9|Ukanmuri|36|セン|のたま、の|sen|"be pleased to say, say"|-|-|37312
256|巻|9|Onore|2|カン、ま-く、まき|ケン|kan|"volume, book, part; reel"|"ma(ku), maki"|"roll up; wind, coil; tie around; wind up; roll (of silk); volume, book; winding (of a clock)"|37301
1487|徒|10|Gyooninben|19|ト|いたず、かち|to|"party, set, gang, companions; people"|-|-|37222
2081|臨|18|Shin|2|リン、のぞ-む||rin|"face, front on, border on; meet; be confronted by; be on the verge of; attend, assist at; deal with; rule over; command a view of; deign to; visit, call on; come upon; come up to "|nozo(mu)|"face, front on, border on; meet; be confronted by; be on the verge of; attend, assist at; deal with; rule over; command a view of; deign to; visit, call on; come upon; come up to "|37189
231|掛|11|Tehen|89|か-ける、か-かる、かかり||-|-|"ka(keru), ka(karu), kakari"|"hang on, be suspended from, be caught, be trapped; be built; begin; arrive at; require, cost; play against, oppose; be splashed; weigh (a pound); be levied; (the instrument or tool) works; attack, fall on; is now showing at; consult; depend (on a son); hang, set up (a ladder); cover; construct, install; sit down; sprinkle, pour on; put on; ring up; weigh; multiply; levy; pay (in installments); anchor; start (a machine); wind, turn on (radio); spend on; offer (prizes); put (under treatment); set (on fire); duty; person in charge; expenses, charges; tax; dependence (on someone); scale; outward appearance; construction; beginning; bite (of a tool)"|37182
2012|曜|18|"Nichi, Nichihen"|38|ヨウ||yoo|"day of the week; light; shining"|-|-|37050
1006|償|17|"Hito, Ninben, Hitoyane"|104|ショウ、つぐな-う||shoo|"make up for, recompense, redeem (one's faults), compensate for, indemnify, atone for"|tsugu(nau)|"make up for, recompense, redeem (one's faults), compensate for, indemnify, atone for"|36879
592|功|5|Chikara|23|コウ、[ク]|いさお|"koo, [ku]"|"merits, meritorious deeds; success; credit, honor; effect; class (in court orders)"|-|-|36808
1449|庭|10|Madare|17|テイ、にわ||tei|"yard, courtyard, garden"|niwa|"yard, courtyard, garden"|36731
676|混|11|"Mizu, Sanzui, Shitamizu"|118|コン、ま-じる、ま-ざる、ま-ぜる、こ-む||kon|"mix; blend; adulterate; confound, confuse "|"ma(jiru), ma(zaru), ma(zeru), ko(mu)"|"mix, blend, mingle; include, let in on. be mixed, be blended; mingle with "|36692
1442|底|8|Madare|17|テイ、そこ||tei|"bottom, base; kind, sort "|soko|"bottom; sole; depth, bowels (of the earth); bottom price"|36666
202|街|12|Gyoogamae|6|ガイ、[カイ]、まち||"gai, [kai]"|"street, avenue; town"|machi|"town; quarters; street"|36634
1062|診|12|"Gon, Gonben"|68|シン、み-る||shin|"seeing; diagnosing"|mi(ru)|"diagnose, examine"|36486
1827|暮|14|"Nichi, Nichihen"|38|ボ、く-れる、く-らす||bo|"live, make a living; spend (one's time) "|"ku(reru), ku(rasu)"|"live, make a living; spend (one's time). get dark; (the sun) sets; (the season) ends; (time) passes; be overwhelmed "|36424
2002|陽|12|Kozatohen|31|ヨウ|あき、ひ、び|yoo|"young principle, positive; male; heaven; daytime; sun; top; movement; facing the sun; sunshine; south face of a mountain; north side of a river; pride; positive electrode "|-|-|36395
1923|夢|13|Yuube|5|ム、ゆめ||mu|"dream, vision; illusion, delusion; reverie"|yume|"dream, vision; illusion, delusion; reverie"|36345
434|勤|12|Chikara|23|キン、[ゴン]、つと-める、つと-まる||"kin, [gon]"|"be fit for, be equal to, function properly"|"tsuto(meru), tsuto(maru)"|"be fit for, be equal to, function properly; serve, fill a post, serve under; exert oneself, endeavor, work, be diligent; play (the part of)"|36276
294|岸|8|"Yama, Yamahen"|16|ガン、きし||gan|"bank, shore, coast, brink"|kishi|"bank, shore, coast, brink"|36242
951|諸|15|"Gon, Gonben"|68|ショ|もろもろ|sho|"many, several, various, all"|-|-|36135
1276|卒|8|Juu|11|ソツ||sotsu|"graduate, soldier, private"|-|-|36091
406|恐|10|"Kokoro, Risshinben, Shitagokoro"|76|キョウ、おそ-れる、おそ-ろしい||kyoo|"fear, dread, be afraid; be overawed; be apprehensive"|"oso(reru), oso(roshii)"|"fear, dread, be afraid; be overawed; be apprehensive; terrible, awful, fierce; tremendous, marvelous"|35850
671|困|7|Kunigamae|12|コン、こま-る||kon|"be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed "|koma(ru)|"be distressed be in trouble, be destitute, be embarrassed, be perplexed, be annoyed "|35845
1102|瀬|19|"Mizu, Sanzui, Shitamizu"|118|せ||-|-|se|"current, torrent, rapids, shallows, shoal"|35828
929|俊|9|"Hito, Ninben, Hitoyane"|104|シュン||shun|"excellence, genius"|-|-|35764
1980|遊|12|Shinnyoo|51|ユウ、[ユ]、あそ-ぶ||"yuu, [yu]"|"play; enjoy oneself; visit; take a holiday; be out of use, be unemployed, be idle; study under; go on a spree"|aso(bu)|"play; enjoy oneself; visit; take a holiday; be out of use, be unemployed, be idle; study under; go on a spree"|35749
381|牛|4|"Ushi, Ushihen"|6|ギュウ、うし|ゴ|gyuu|"beef, cow"|ushi|"cattle, cow, bull, ox"|35738
1262|束|7|"Ki, Kihen"|85|ソク、たば|つか、づか|soku|"bundle, sheaf, ream (of paper)"|taba|"bundle, bunch, sheaf, coil"|35694
2025|絡|12|"Ito, Itohen"|63|ラク、から-む、から-まる、から-める||raku|"coil around, get twisted; stick to; pick a quarrel"|"kara(mu), kara(maru), kara(meru)"|"coil around, get twisted; stick to; pick a quarrel. twine around. get caught in; be urged on by "|35562
755|賛|15|"Kai, Kaihen"|35|サン||san|"praise; title or brief inscription on picture; agreement"|-|-|35559
72|栄|9|"Ki, Kihen"|85|エイ、さか-える、は-え、は-える|ヨウ|ei|"prosperity, glory, splendor, honor"|"saka(eru), ha(e), ha(eru)"|"prosper, flourish, thrive; glory; shine, be brilliant; look attractive"|35458
742|雑|14|Furutori|9|ザツ、ゾウ||"zatsu, 	zoo"|"miscellany; miscellaneous"|-|-|35155
2134|枠|8|"Ki, Kihen"|85|わく||-|-|waku|"frame, framework; reel, spindle, spool; rim, box (in printing); limit"|34922
969|承|8|Te|6|ショウ、うけたまわ-る|う|shoo|"receive, accept, take, get, obtain; catch (a ball); stop (a blow), parry; answer (the phone); undergo (an operation); take (an exam); sustain (a loss); be exposed to (ridicule); face, front of; inherit; catch the public fancy"|uketamawa(ru)|"hear, listen to, be informed "|34862
834|執|11|"Tsuchi, Tsuchihen"|50|シツ、シュウ、と-る||"shitsu, 	shuu"|"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess"|to(ru)|"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess"|34802
2049|柳|9|"Ki, Kihen"|85|リュウ、やなぎ||ryuu|willow|yanagi|willow|34665
2115|老|6|Oikanmuri|3|ロウ、お-いる、ふ-ける||roo|"aging, old age, old people"|"o(iru), fu(keru)"|"grow old"|34640
354|却|7|"Fushizukuri, Warifu"|6|キャク|かえ|kyaku|"instead, on the contrary; rather, all the more"|-|-|34599
675|婚|11|"Onna, Onnahen"|36|コン||kon|marriage|-|-|34501
1343|端|14|Tatsu|5|タン、はし、は、はた|ただ|tan|"origin; end; point"|"hashi, ha, hata"|"end, tip; edge, border, one side; corner; beginning; scrap of cloth. side"|34484
666|骨|10|"Hone, Honehen"|3|コツ、ほね||kotsu|"bone; remains; knack"|hone|"bone; skeleton; frame; rib (of an umbrella); grit, backbone; effort, pains "|34407
1560|届|8|Shikabane|15|とど-ける、とど-く||-|-|"todo(keru), todo(ku)"|"reach, arrive, be received; be attentive, be realized. report, notice; forwarding, delivery "|34402
1776|仏|4|"Hito, Ninben, Hitoyane"|104|ブツ、ほとけ|フツ|butsu|"Buddha, Buddhism"|hotoke|"Buddha; merciful person; Buddhist image; the dead"|34332
660|刻|8|"Katana, Rittoo"|32|コク、きざ-む||koku|"time; carving, engraving, cutting "|kiza(mu)|"cut fine, chop up; mince, hash; carve (images); engrave (seals); chisel, cut, notch "|34101
1225|草|9|Kusakanmuri|47|ソウ、くさ||soo|"grass; grass hand (writing); weeds; herbs, plants, pasture"|kusa|"grass; grass hand (writing); weeds; herbs, plants, pasture"|34002
55|飲|12|"Shoku, Shokuhen"|12|イン、の-む||in|"drinking; feast"|no(mu)|"drink, taste, take; swallow, devour; smoke; conceal (a weapon); accept (an idea); despise"|33925
1339|探|11|Tehen|89|タン、さぐ-る、さが-す||tan|"search, look for; explore; spy upon, sound out; probe (a wound)"|"sagu(ru), saga(su)"|"search, look for; explore; spy upon, sound out; probe (a wound)"|33925
1832|邦|7|Oozato|12|ホウ|くに|hoo|country|-|-|33838
1209|措|11|Tehen|89|ソ|お|so|"give up, suspend, discontinue, lay aside, set apart; except"|-|-|33820
846|射|10|Sun|12|シャ、い-る||sha|"archery; shooting"|i(ru)|shoot|33801
78|易|8|"Nichi, Nichihen"|38|エキ、イ、やさ-しい|やす|"i, 	eki"|"easiness; divination, augury, fortunetelling"|yasa(shii)|"easy, simple, light; habitual"|33742
1150|跡|13|"Ashi, Ashihen"|11|セキ、あと||seki|"mark, print, impression; trace, track, trail; wake; marks, traces, evidence; scar; ruins, precedent"|ato|"mark, print, impression; trace, track, trail; wake; marks, traces, evidence; scar; ruins, precedent"|33663
1153|籍|20|"Take, Takekanmuri"|24|セキ||seki|"domiciliary register; membership"|-|-|33656
468|群|13|Hitsuji|7|グン、む-れる、む-れ、[むら]||gun|"group, crowd, gang, herd, swarm, flock; common run"|"mu(reru), mu(re), [mura]"|"crowd, flock, swarm; group, herd, bevy, school; cluster (of stars); clump; swarming"|33616
341|偽|11|"Hito, Ninben, Hitoyane"|104|ギ、いつわ-る、にせ||gi|"lie, falsity; deceive; pretend; cheat"|"itsuwa(ru), nise"|"lie, falsity; deceive; pretend; cheat; sham, counterfeit, forgery, imitation, false (prophet)"|33521
1035|触|13|"Tsuno, Tsunohen"|3|ショク、ふ-れる、さわ-る||shoku|touching|"fu(reru), sawa(ru)"|"touch, feel, hit, strike, graze; announce, proclaim, mention, refer to; conflict with, be contrary to"|33402
1411|徴|14|Gyooninben|19|チョウ||choo|"sign, symptom, omen"|-|-|33347
923|縮|17|"Ito, Itohen"|63|シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす||shuku|"shrink, contract, shrivel, wrinkle"|"chiji(mu), chiji(maru), chiji(meru), chiji(reru), chiji(rasu)"|"shrink, contract, shrivel, wrinkle. be shortened, be contracted, be reduced, be abridged; be abbreviated, wrinkle. shorten, contract, reduce, boil down, simplify, abbreviate, abridge, condense, compress, crumple, withdraw. be wavy, curl; be corrugated, be wrinkled. curl, crinkle, crimp"|33187
460|熊|14|"Hi, Hihen, Renga"|26|くま|ユウ|-|-|kuma|bear|33164
1740|布|5|"Haba, Kinben"|17|フ、ぬの|ホ、し|fu|cloth|nuno|cloth|33076
1608|覇|19|Nishi|4|ハ||ha|"supremacy, leadership, domination, hegemony; supreme ruler; champion"|-|-|32973
329|棋|12|"Ki, Kihen"|85|キ||ki|"Japanese chess"|-|-|32955
630|控|11|Tehen|89|コウ、ひか-える||koo|"draw in; hold back, suspend (judgment); refrain from; be moderate; write, make notes; wait; have; moderate (a report)"|hika(eru)|"memo; duplicate; waiting; prop; reserve"|32818
571|雇|12|Furutori|9|コ、やと-う||ko|"employ, hire"|yato(u)|"employ, hire"|32647
1834|宝|8|Ukanmuri|36|ホウ、たから|ホ、ボ|hoo|treasure|takara|"treasure, valuables; wealth; jewels; mammon"|32628
